"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00023293","1999-10-29","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  211",",,W","   72",",,W","   22",",,W"," 1409",",,W"," 1329",",,W","  144",",,W",,,"  320",",,W","  320",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-10-30","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  239",",,W","   72",",,W","   14",",,W"," 1447",",,W"," 1400",",,W","  156",",,W",,,"  340",",,W","  350",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-10-31","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  233",",,W","   78",",,W","   17",",,W"," 1404",",,W"," 1502",",,W","  156",",,W",,,"  320",",,W","  340",",,W","   49",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  272",",,W","   89",",,W","   18",",,W"," 1442",",,W"," 1436",",,W","  183",",,W",,,"  330",",,W","  310",",,W","   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  228",",,W","  100",",,W","   24",",,W"," 1515",",,W"," 1514",",,W","  167",",,W",,,"  310",",,W","  300",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  183",",,W","  106",",,W","   19",",,W"," 1602",",,W"," 1602",",,W","  144",",,W",,,"  300",",,W","  310",",,W","   49",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  222",",,W","   94",",,W","   17",",,W"," 1357",",,W"," 1403",",,W","  161",",,W",,,"  320",",,W","  330",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  228",",,W","   94",",,W","   23",",,W"," 1544",",,W"," 1314",",,W","  161",",,W",,,"  310",",,W","  330",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  217",",,W","  117",",,W","   39",",,W"," 1404",",,W"," 1429",",,W","  167",",,W",,,"  220",",,W","  210",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","   84",",,W,2400",,,,,"  217",",,W","  117",",,W","   57",",,W"," 1442",",,W"," 1442",",,W","  167",",,W",,,"  140",",,W","  140",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","   76",",,W,2400",,,,,"  183",",,W","  100",",,W","   28",",,W"," 1547",",,W"," 1546",",,W","  144",",,W",,,"  310",",,W","  310",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  200",",,W","   78",",,W","   17",",,W"," 2347",",,W"," 2344",",,W","  139",",,W",,,"  150",",,W","  150",",,W","   49",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  206",",,W","  111",",,W","   38",",,W"," 1005",",,W"," 1002",",,W","  161",",,W",,,"  130",",,W","  130",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  239",",,W","  106",",,W","   21",",,W"," 1626",",,W"," 1412",",,W","  172",",,W",,,"  320",",,W","  340",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  239",",,W","   89",",,W","   11",",,W"," 1629",",,W"," 1645",",,W","  167",",,W",,,"  340",",,W","  330",",,W","   49",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-13","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  228",",,W","   94",",,W","   13",",,W"," 1544",",,W"," 1241",",,W","  161",",,W",,,"  330",",,W","  290",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-14","37.35938","-121.92444","15.0","SAN JOSE, CA US","    3",",,W,2400",,,,,"  167",",,W","  100",",,W","   21",",,W"," 2055",",,W"," 2059",",,W","  133",",,W",,,"  180",",,W","  190",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-15","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  222",",,W","  122",",,W","   30",",,W"," 1012",",,W"," 1614",",,W","  172",",,W",,,"  140",",,W","  240",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-16","37.35938","-121.92444","15.0","SAN JOSE, CA US","   23",",,W,2400",,,,,"  200",",,W","  100",",,W","   38",",,W"," 1418",",,W"," 1417",",,W","  150",",,W",,,"  190",",,W","  190",",,W","   80",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-17","37.35938","-121.92444","15.0","SAN JOSE, CA US","    8",",,W,2400",,,,,"  167",",,W","   89",",,W","   26",",,W"," 1728",",,W"," 1719",",,W","  128",",,W",,,"  320",",,W","  330",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-18","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  189",",,W","   61",",,W","   23",",,W"," 1847",",,W"," 1847",",,W","  128",",,W",,,"  230",",,W","  250",",,W","   49",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-19","37.35938","-121.92444","15.0","SAN JOSE, CA US","   51",",,W,2400",,,,,"  167",",,W","   89",",,W","   45",",,W"," 0940",",,W"," 0938",",,W","  128",",,W",,,"  110",",,W","  120",",,W","  130",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-20","37.35938","-121.92444","15.0","SAN JOSE, CA US","    3",",,W,2400",,,,,"  167",",,W","   89",",,W","   26",",,W"," 1430",",,W"," 1458",",,W","  128",",,W",,,"  280",",,W","  270",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-21","37.35938","-121.92444","15.0","SAN JOSE, CA US","   15",",,W,2400",,,,,"  144",",,W","   72",",,W","   53",",,W"," 1405",",,W"," 1405",",,W","  111",",,W",,,"  300",",,W","  300",",,W","  103",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-22","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  156",",,W","   56",",,W","   24",",,W"," 1756",",,W"," 1745",",,W","  106",",,W",,,"  330",",,W","  330",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-23","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  161",",,W","   39",",,W","   19",",,W"," 1323",",,W"," 1404",",,W","  100",",,W",,,"  290",",,W","  320",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-24","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  156",",,W","   39",",,W","   18",",,W"," 1314",",,W"," 1235",",,W","  100",",,W",,,"  300",",,W","  310",",,W","   49",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-25","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  167",",,W","   50",",,W","   15",",,W"," 1531",",,W"," 1531",",,W","  111",",,W",,,"  320",",,W","  320",",,W","   49",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-26","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  156",",,W","  100",",,W","   18",",,W"," 1525",",,W"," 1510",",,W","  128",",,W",,,"  330",",,W","  330",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-27","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  150",",,W","  117",",,W","   13",",,W"," 1421",",,W"," 1400",",,W","  133",",,W",,,"  320",",,W","  330",",,W","   49",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-28","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  161",",,W","   89",",,W","   15",",,W"," 1613",",,W"," 1612",",,W","  128",",,W",,,"  220",",,W","  220",",,W","   40",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-29","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0","T,,W,2400",,,,,"  178",",,W","   94",",,W","   35",",,W"," 2317",",,W"," 2306",",,W","  139",",,W",,,"  180",",,W","  170",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-11-30","37.35938","-121.92444","15.0","SAN JOSE, CA US","   25",",,W,2400",,,,,"  167",",,W","   78",",,W","   32",",,W"," 1907",",,W"," 1246",",,W","  122",",,W",,,"  180",",,W","  230",",,W","   67",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","    5",",,W,2400",,,,,"  139",",,W","   72",",,W","   25",",,W"," 1537",",,W"," 1629",",,W","  106",",,W",,,"  320",",,W","  310",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","    3",",,W,2400",,,,,"  150",",,W","   61",",,W","   32",",,W"," 1601",",,W"," 2209",",,W","  106",",,W",,,"  310",",,W","  260",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","   10",",,W,2400",,,,,"  161",",,W","   50",",,W","   35",",,W"," 1359",",,W"," 1543",",,W","  106",",,W",,,"  350",",,W","   20",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  156",",,W","   28",",,W","   17",",,W"," 1534",",,W"," 1427",",,W","   94",",,W",,,"  330",",,W","  330",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  156",",,W","   28",",,W","   13",",,W"," 1702",",,W"," 1702",",,W","   94",",,W",,,"  310",",,W","  310",",,W","   49",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0","T,,W,2400",,,,,"  139",",,W","   56",",,W","   22",",,W"," 1527",",,W"," 1527",",,W","  100",",,W",,,"  330",",,W","  320",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0","T,,W,2400",,,,,"  150",",,W","   61",",,W","   34",",,W"," 1604",",,W"," 1525",",,W","  106",",,W",,,"  290",",,W","  320",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  144",",,W","   17",",,W","   16",",,W"," 2306",",,W"," 2228",",,W","   83",",,W",,,"  120",",,W","  130",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","   91",",,W,2400",,,,,"  133",",,W","   67",",,W","   35",",,W"," 1705",",,W"," 1704",",,W","  100",",,W",,,"  290",",,W","  290",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  122",",,W","   39",",,W","   44",",,W"," 1547",",,W"," 1304",",,W","   83",",,W",,,"  310",",,W","  310",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  167",",,W","   33",",,W","   18",",,W"," 1509",",,W"," 1442",",,W","  100",",,W",,,"  320",",,W","  310",",,W","   49",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  156",",,W","   44",",,W","   13",",,W"," 1825",",,W"," 1827",",,W","  100",",,W",,,"  310",",,W","  310",",,W","   89",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-13","37.35938","-121.92444","15.0","SAN JOSE, CA US","    5",",,W,2400",,,,,"  122",",,W","   61",",,W","   41",",,W"," 1617",",,W"," 1617",",,W","   94",",,W",,,"  300",",,W","  310",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-14","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  150",",,W","   22",",,W","   20",",,W"," 1329",",,W"," 1318",",,W","   89",",,W",,,"  310",",,W","  320",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-15","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  139",",,W","   17",",,W","   14",",,W"," 1613",",,W"," 1616",",,W","   78",",,W",,,"  320",",,W","  340",",,W","   45",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-16","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  144",",,W","   11",",,W","   13",",,W"," 1245",",,W"," 1245",",,W","   78",",,W",,,"  330",",,W","  330",",,W","   45",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-17","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  178",",,W","   28",",,W","   14",",,W"," 1546",",,W"," 1621",",,W","  106",",,W",,,"  320",",,W","  310",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-18","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  167",",,W","   44",",,W","   17",",,W"," 1541",",,W"," 1554",",,W","  106",",,W",,,"  310",",,W","  330",",,W","   67",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-19","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  211",",,W","   28",",,W","   39",",,W"," 1641",",,W"," 1641",",,W","  122",",,W",,,"  340",",,W","  330",",,W","  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-20","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  239",",,W","   89",",,W","   31",",,W"," 1226",",,W"," 1226",",,W","  167",",,W",,,"   30",",,W","   30",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-21","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  222",",,W","   44",",,W","   21",",,W"," 1706",",,W"," 1704",",,W","  133",",,W",,,"  260",",,W","  250",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-22","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  194",",,W","   50",",,W","   15",",,W"," 1446",",,W"," 1319",",,W","  122",",,W",,,"  330",",,W","  310",",,W","   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-23","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  189",",,W","   39",",,W","   16",",,W"," 1522",",,W"," 1521",",,W","  117",",,W",,,"  330",",,W","  330",",,W","   45",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-24","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  167",",,W","   33",",,W","   12",",,W"," 1657",",,W"," 1907",",,W","  100",",,W",,,"  320",",,W","  220",",,W","   31",",,W","   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-25","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  172",",,W","   17",",,W","    9",",,W"," 2328",",,W"," 2328",",,W","   94",",,W",,,"  140",",,W","  140",",,W","   36",",,W","   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-26","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  167",",,W","   22",",,W","   11",",,W"," 1526",",,W"," 1522",",,W","   94",",,W",,,"  280",",,W","  280",",,W","   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-27","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  183",",,W","   17",",,W","    8",",,W"," 1618",",,W"," 1617",",,W","  100",",,W",,,"  350",",,W","  350",",,W","   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-28","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  189",",,W","   28",",,W","   11",",,W"," 1559",",,W"," 1558",",,W","  111",",,W",,,"  350",",,W","  350",",,W","   31",",,W","   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-29","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  178",",,W","   28",",,W","   11",",,W"," 1647",",,W"," 1540",",,W","  106",",,W",,,"  330",",,W","  310",",,W","   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-30","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  156",",,W","   28",",,W","   12",",,W"," 1857",",,W"," 1902",",,W","   94",",,W",,,"  320",",,W","  310",",,W","   40",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1999-12-31","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  117",",,W","   33",",,W","   17",",,W"," 1733",",,W"," 1747",",,W","   78",",,W",,,"  280",",,W","  290",",,W","   49",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  133",",,W","   72",",,W","   32",",,W"," 1646",",,W"," 1645",",,W","  106",",,W",,,"  310",",,W","  310",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  128",",,W","   17",",,W","   27",",,W"," 1708",",,W"," 1325",",,W","   72",",,W",,,"  310",",,W","  300",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  144",",,W","   22",",,W","   13",",,W"," 1628",",,W"," 1545",",,W","   83",",,W",,,"  320",",,W","  300",",,W","   45",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0","T,,W,2400",,,,,"  144",",,W","   28",",,W","   21",",,W"," 1615",",,W"," 1615",",,W","   89",",,W",,,"  290",",,W","  290",",,W","   63",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  156",",,W","   61",",,W","   42",",,W"," 1618",",,W"," 1605",",,W","  111",",,W",,,"  300",",,W","  300",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  150",",,W","   17",",,W","   18",",,W"," 1757",",,W"," 1757",",,W","   83",",,W",,,"  310",",,W","  310",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  150",",,W","   33",",,W","   16",",,W"," 1744",",,W"," 1340",",,W","   94",",,W",,,"  310",",,W","  340",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  133",",,W","   78",",,W","   20",",,W"," 1309",",,W"," 1639",",,W","  106",",,W",,,"  310",",,W","  330",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  139",",,W","   83",",,W","   21",",,W"," 1447",",,W"," 1446",",,W","  111",",,W",,,"  330",",,W","  330",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  150",",,W","   83",",,W","   21",",,W"," 1429",",,W"," 1428",",,W","  117",",,W",,,"  290",",,W","  290",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","   23",",,W,2400",,,,,"  167",",,W","   94",",,W","   43",",,W"," 1305",",,W"," 1258",",,W","  133",",,W",,,"  190",",,W","  190",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  139",",,W","   72",",,W","    7",",,W"," 2328",",,W"," 2327",",,W","  106",",,W",,,"  140",",,W","  130",",,W","   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-13","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  178",",,W","   72",",,W","   39",",,W"," 1322",",,W"," 1337",",,W","  128",",,W",,,"  220",",,W","  220",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-14","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  167",",,W","   67",",,W","   13",",,W"," 0645",",,W"," 0957",",,W","  117",",,W",,,"  150",",,W","  210",",,W","   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-15","37.35938","-121.92444","15.0","SAN JOSE, CA US","    8",",,W,2400",,,,,"  211",",,W","  106",",,W","   42",",,W"," 2100",",,W"," 2115",",,W","  161",",,W",,,"  170",",,W","  150",",,W","  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-16","37.35938","-121.92444","15.0","SAN JOSE, CA US","   64",",,W,2400",,,,,"  167",",,W","   83",",,W","   24",",,W"," 0036",",,W"," 0035",",,W","  128",",,W",,,"  150",",,W","  140",",,W","  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","2000-01-17","37.35938","-121.92444","15.0","SAN JOSE, CA US","   43",",,W,2400",,,,,"  117",",,W","   78",",,W","    8",",,W"," 1933",",,W"," 2035",",,W","  100",",,W",,,"  280",",,W","  240",",,W","   31",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
